alignment_coverage,ani,querry,reference,primary_cluster
0.17,0.7108,Acidobacteriaceae_bacterium_TAA_166.fna,Acidobacteriaceae_bacterium_URHE0068.fna,0
0.17,0.7106999999999999,Acidobacteriaceae_bacterium_URHE0068.fna,Acidobacteriaceae_bacterium_TAA_166.fna,0
0.33,0.7166,Acidipila_rosea_DSM_103428.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.33,0.7170000000000001,Acidobacteriaceae_sp_KBS_83.fna,Acidipila_rosea_DSM_103428.fna,0
0.31,0.7249,Acidipila_sp_4G-K13.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.31,0.7249,Acidobacteriaceae_sp_KBS_83.fna,Acidipila_sp_4G-K13.fna,0
0.04,0.6758,Acidobacteria_bacterium_EAC88.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.04,0.6756,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteria_bacterium_EAC88.fna,0
0.22,0.7093,Acidobacteria_bacterium_KBS_146.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.22,0.7093,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.06,0.6881,Acidobacteria_bacterium_NP133.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.06,0.6881,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteria_bacterium_NP133.fna,0
0.04,0.6797,Acidobacteria_bacterium_RBG_13_68_16.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.04,0.6797,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.08,0.6884999999999999,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.08,0.6889,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.06,0.6894,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.06,0.6896,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.07,0.6923,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.07,0.6915,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
0.07,0.6893,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.07,0.6895,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,0
0.06,0.6911,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.06,0.6916,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,0
0.03,0.6836,Acidobacteria_BinDmb228.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.03,0.6829999999999999,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteria_BinDmb228.fna,0
0.23,0.7116,Acidobacteriaceae_bacterium_SBC82.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.23,0.7118000000000001,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteriaceae_bacterium_SBC82.fna,0
0.2,0.7116,Acidobacteriaceae_bacterium_TAA_166.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.2,0.7116,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteriaceae_bacterium_TAA_166.fna,0
0.22,0.7055,Acidobacteriaceae_bacterium_URHE0068.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.22,0.7056,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteriaceae_bacterium_URHE0068.fna,0
0.26,0.7117,Acidipila_rosea_DSM_103428.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.26,0.7120000000000001,Acidobacteriaceae_sp_KBS_89.fna,Acidipila_rosea_DSM_103428.fna,0
0.25,0.7145999999999999,Acidipila_sp_4G-K13.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.25,0.7143999999999999,Acidobacteriaceae_sp_KBS_89.fna,Acidipila_sp_4G-K13.fna,0
0.03,0.6713,Acidobacteria_bacterium_EAC88.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.03,0.6711,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteria_bacterium_EAC88.fna,0
0.4,0.7322,Acidobacteria_bacterium_KBS_146.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.4,0.7322,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.05,0.6844,Acidobacteria_bacterium_NP133.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.05,0.6846,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteria_bacterium_NP133.fna,0
0.03,0.6798000000000001,Acidobacteria_bacterium_RBG_13_68_16.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.03,0.68,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.06,0.6862999999999999,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.06,0.6859999999999999,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.05,0.687,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.05,0.6858,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.05,0.6873999999999999,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.05,0.6861,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
0.06,0.6856,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.06,0.6847,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,0
0.05,0.6896,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.05,0.6881999999999999,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,0
0.02,0.685,Acidobacteria_BinDmb228.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.02,0.6834,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteria_BinDmb228.fna,0
0.19,0.7068000000000001,Acidobacteriaceae_bacterium_SBC82.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.19,0.7065,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteriaceae_bacterium_SBC82.fna,0
0.33,0.7417,Acidobacteriaceae_bacterium_TAA_166.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.33,0.7419,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteriaceae_bacterium_TAA_166.fna,0
0.19,0.7034999999999999,Acidobacteriaceae_bacterium_URHE0068.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.19,0.7036,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteriaceae_bacterium_URHE0068.fna,0
0.23,0.7166,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.23,0.7167,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.1,0.679,Acidipila_rosea_DSM_103428.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.1,0.6792,Acidobacteriaceae_sp_KBS_96.fna,Acidipila_rosea_DSM_103428.fna,0
0.11,0.6840999999999999,Acidipila_sp_4G-K13.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.11,0.684,Acidobacteriaceae_sp_KBS_96.fna,Acidipila_sp_4G-K13.fna,0
0.03,0.6664,Acidobacteria_bacterium_EAC88.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.03,0.6653,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteria_bacterium_EAC88.fna,0
0.07,0.6831,Acidobacteria_bacterium_KBS_146.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.07,0.6831,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.06,0.6698000000000001,Acidobacteria_bacterium_NP133.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.06,0.6695,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteria_bacterium_NP133.fna,0
0.03,0.6701999999999999,Acidobacteria_bacterium_RBG_13_68_16.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.03,0.6698999999999999,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.08,0.6785,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.08,0.6786,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.06,0.6787000000000001,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.06,0.6776000000000001,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.06,0.6757,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.06,0.6761,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
0.06,0.6779000000000001,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.06,0.6768000000000001,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,0
0.05,0.6778,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.05,0.6778,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,0
0.02,0.6714,Acidobacteria_BinDmb228.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.02,0.6712,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteria_BinDmb228.fna,0
0.06,0.6816,Acidobacteriaceae_bacterium_SBC82.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.06,0.6815000000000001,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteriaceae_bacterium_SBC82.fna,0
0.07,0.6817,Acidobacteriaceae_bacterium_TAA_166.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.07,0.6816,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteriaceae_bacterium_TAA_166.fna,0
0.08,0.6816,Acidobacteriaceae_bacterium_URHE0068.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.08,0.6818000000000001,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteriaceae_bacterium_URHE0068.fna,0
0.08,0.685,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.08,0.6853,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.07,0.6827,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.07,0.6828,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.08,0.6878,Acidipila_rosea_DSM_103428.fna,Acidobacteria_CoA2_BinC42.fna,0
0.08,0.688,Acidobacteria_CoA2_BinC42.fna,Acidipila_rosea_DSM_103428.fna,0
0.08,0.6967,Acidipila_sp_4G-K13.fna,Acidobacteria_CoA2_BinC42.fna,0
0.08,0.6962999999999999,Acidobacteria_CoA2_BinC42.fna,Acidipila_sp_4G-K13.fna,0
0.05,0.6727,Acidobacteria_bacterium_EAC88.fna,Acidobacteria_CoA2_BinC42.fna,0
0.05,0.6718000000000001,Acidobacteria_CoA2_BinC42.fna,Acidobacteria_bacterium_EAC88.fna,0
0.06,0.6894,Acidobacteria_bacterium_KBS_146.fna,Acidobacteria_CoA2_BinC42.fna,0
0.06,0.6890999999999999,Acidobacteria_CoA2_BinC42.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.07,0.6866,Acidobacteria_bacterium_NP133.fna,Acidobacteria_CoA2_BinC42.fna,0
0.07,0.6867,Acidobacteria_CoA2_BinC42.fna,Acidobacteria_bacterium_NP133.fna,0
0.04,0.6808,Acidobacteria_bacterium_RBG_13_68_16.fna,Acidobacteria_CoA2_BinC42.fna,0
0.04,0.6807,Acidobacteria_CoA2_BinC42.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.09,0.6849,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Acidobacteria_CoA2_BinC42.fna,0
0.09,0.6847,Acidobacteria_CoA2_BinC42.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.07,0.6899,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Acidobacteria_CoA2_BinC42.fna,0
0.07,0.6894,Acidobacteria_CoA2_BinC42.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.07,0.6887000000000001,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Acidobacteria_CoA2_BinC42.fna,0
0.07,0.6886,Acidobacteria_CoA2_BinC42.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
0.07,0.6888,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,Acidobacteria_CoA2_BinC42.fna,0
0.07,0.6886,Acidobacteria_CoA2_BinC42.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,0
0.07,0.6895,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,Acidobacteria_CoA2_BinC42.fna,0
0.07,0.6897,Acidobacteria_CoA2_BinC42.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,0
0.03,0.6851,Acidobacteria_BinDmb228.fna,Acidobacteria_CoA2_BinC42.fna,0
0.03,0.6848000000000001,Acidobacteria_CoA2_BinC42.fna,Acidobacteria_BinDmb228.fna,0
0.05,0.684,Acidobacteriaceae_bacterium_SBC82.fna,Acidobacteria_CoA2_BinC42.fna,0
0.05,0.6831999999999999,Acidobacteria_CoA2_BinC42.fna,Acidobacteriaceae_bacterium_SBC82.fna,0
0.06,0.695,Acidobacteriaceae_bacterium_TAA_166.fna,Acidobacteria_CoA2_BinC42.fna,0
0.06,0.6957,Acidobacteria_CoA2_BinC42.fna,Acidobacteriaceae_bacterium_TAA_166.fna,0
0.06,0.6920999999999999,Acidobacteriaceae_bacterium_URHE0068.fna,Acidobacteria_CoA2_BinC42.fna,0
0.06,0.6922,Acidobacteria_CoA2_BinC42.fna,Acidobacteriaceae_bacterium_URHE0068.fna,0
0.06,0.6898000000000001,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteria_CoA2_BinC42.fna,0
0.06,0.6895,Acidobacteria_CoA2_BinC42.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.05,0.6923,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteria_CoA2_BinC42.fna,0
0.05,0.6915,Acidobacteria_CoA2_BinC42.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.11,0.6898000000000001,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteria_CoA2_BinC42.fna,0
0.11,0.6897,Acidobacteria_CoA2_BinC42.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.06,0.6851,Acidipila_rosea_DSM_103428.fna,Acidobacteria_CoA8_BinC33.fna,0
0.06,0.6853,Acidobacteria_CoA8_BinC33.fna,Acidipila_rosea_DSM_103428.fna,0
0.06,0.6890000000000001,Acidipila_sp_4G-K13.fna,Acidobacteria_CoA8_BinC33.fna,0
0.06,0.6889,Acidobacteria_CoA8_BinC33.fna,Acidipila_sp_4G-K13.fna,0
0.04,0.6612,Acidobacteria_bacterium_EAC88.fna,Acidobacteria_CoA8_BinC33.fna,0
0.04,0.6605,Acidobacteria_CoA8_BinC33.fna,Acidobacteria_bacterium_EAC88.fna,0
0.05,0.6840999999999999,Acidobacteria_bacterium_KBS_146.fna,Acidobacteria_CoA8_BinC33.fna,0
0.05,0.6836,Acidobacteria_CoA8_BinC33.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.05,0.6805,Acidobacteria_bacterium_NP133.fna,Acidobacteria_CoA8_BinC33.fna,0
0.05,0.6809000000000001,Acidobacteria_CoA8_BinC33.fna,Acidobacteria_bacterium_NP133.fna,0
0.03,0.6708,Acidobacteria_bacterium_RBG_13_68_16.fna,Acidobacteria_CoA8_BinC33.fna,0
0.03,0.6708,Acidobacteria_CoA8_BinC33.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.07,0.6803,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Acidobacteria_CoA8_BinC33.fna,0
0.07,0.6805,Acidobacteria_CoA8_BinC33.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.05,0.68,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Acidobacteria_CoA8_BinC33.fna,0
0.05,0.6809000000000001,Acidobacteria_CoA8_BinC33.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.05,0.6840999999999999,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Acidobacteria_CoA8_BinC33.fna,0
0.05,0.6827,Acidobacteria_CoA8_BinC33.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
0.05,0.6811,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,Acidobacteria_CoA8_BinC33.fna,0
0.05,0.682,Acidobacteria_CoA8_BinC33.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,0
0.05,0.6844,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,Acidobacteria_CoA8_BinC33.fna,0
0.05,0.6838,Acidobacteria_CoA8_BinC33.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,0
0.03,0.6801999999999999,Acidobacteria_BinDmb228.fna,Acidobacteria_CoA8_BinC33.fna,0
0.03,0.6796,Acidobacteria_CoA8_BinC33.fna,Acidobacteria_BinDmb228.fna,0
0.05,0.682,Acidobacteriaceae_bacterium_SBC82.fna,Acidobacteria_CoA8_BinC33.fna,0
0.05,0.6823999999999999,Acidobacteria_CoA8_BinC33.fna,Acidobacteriaceae_bacterium_SBC82.fna,0
0.05,0.6897,Acidobacteriaceae_bacterium_TAA_166.fna,Acidobacteria_CoA8_BinC33.fna,0
0.05,0.6893,Acidobacteria_CoA8_BinC33.fna,Acidobacteriaceae_bacterium_TAA_166.fna,0
0.06,0.687,Acidobacteriaceae_bacterium_URHE0068.fna,Acidobacteria_CoA8_BinC33.fna,0
0.06,0.6870999999999999,Acidobacteria_CoA8_BinC33.fna,Acidobacteriaceae_bacterium_URHE0068.fna,0
0.05,0.688,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteria_CoA8_BinC33.fna,0
0.05,0.6878,Acidobacteria_CoA8_BinC33.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.05,0.6873999999999999,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteria_CoA8_BinC33.fna,0
0.05,0.688,Acidobacteria_CoA8_BinC33.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.12,0.682,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteria_CoA8_BinC33.fna,0
0.12,0.6823,Acidobacteria_CoA8_BinC33.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.27,0.713,Acidobacteria_CoA2_BinC42.fna,Acidobacteria_CoA8_BinC33.fna,0
0.27,0.7136,Acidobacteria_CoA8_BinC33.fna,Acidobacteria_CoA2_BinC42.fna,0
0.08,0.6840999999999999,Acidipila_rosea_DSM_103428.fna,Acidobacteriales_BinDmb87.fna,0
0.08,0.6840999999999999,Acidobacteriales_BinDmb87.fna,Acidipila_rosea_DSM_103428.fna,0
0.08,0.6906,Acidipila_sp_4G-K13.fna,Acidobacteriales_BinDmb87.fna,0
0.08,0.6914,Acidobacteriales_BinDmb87.fna,Acidipila_sp_4G-K13.fna,0
0.04,0.672,Acidobacteria_bacterium_EAC88.fna,Acidobacteriales_BinDmb87.fna,0
0.04,0.6711,Acidobacteriales_BinDmb87.fna,Acidobacteria_bacterium_EAC88.fna,0
0.06,0.6828,Acidobacteria_bacterium_KBS_146.fna,Acidobacteriales_BinDmb87.fna,0
0.06,0.6831999999999999,Acidobacteriales_BinDmb87.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.07,0.6849,Acidobacteria_bacterium_NP133.fna,Acidobacteriales_BinDmb87.fna,0
0.07,0.685,Acidobacteriales_BinDmb87.fna,Acidobacteria_bacterium_NP133.fna,0
0.05,0.6815000000000001,Acidobacteria_bacterium_RBG_13_68_16.fna,Acidobacteriales_BinDmb87.fna,0
0.05,0.6823,Acidobacteriales_BinDmb87.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.11,0.6903,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Acidobacteriales_BinDmb87.fna,0
0.11,0.6901,Acidobacteriales_BinDmb87.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.07,0.6857,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Acidobacteriales_BinDmb87.fna,0
0.07,0.6851999999999999,Acidobacteriales_BinDmb87.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.07,0.6926000000000001,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Acidobacteriales_BinDmb87.fna,0
0.07,0.6928,Acidobacteriales_BinDmb87.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
0.07,0.6855,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,Acidobacteriales_BinDmb87.fna,0
0.07,0.6853,Acidobacteriales_BinDmb87.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,0
0.07,0.6923999999999999,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,Acidobacteriales_BinDmb87.fna,0
0.07,0.6925,Acidobacteriales_BinDmb87.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,0
0.05,0.6823,Acidobacteria_BinDmb228.fna,Acidobacteriales_BinDmb87.fna,0
0.05,0.6818000000000001,Acidobacteriales_BinDmb87.fna,Acidobacteria_BinDmb228.fna,0
0.05,0.682,Acidobacteriaceae_bacterium_SBC82.fna,Acidobacteriales_BinDmb87.fna,0
0.05,0.6823999999999999,Acidobacteriales_BinDmb87.fna,Acidobacteriaceae_bacterium_SBC82.fna,0
0.06,0.6883,Acidobacteriaceae_bacterium_TAA_166.fna,Acidobacteriales_BinDmb87.fna,0
0.06,0.6884,Acidobacteriales_BinDmb87.fna,Acidobacteriaceae_bacterium_TAA_166.fna,0
0.07,0.6876000000000001,Acidobacteriaceae_bacterium_URHE0068.fna,Acidobacteriales_BinDmb87.fna,0
0.07,0.6875,Acidobacteriales_BinDmb87.fna,Acidobacteriaceae_bacterium_URHE0068.fna,0
0.06,0.6873999999999999,Acidobacteriaceae_sp_KBS_83.fna,Acidobacteriales_BinDmb87.fna,0
0.06,0.6864,Acidobacteriales_BinDmb87.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.05,0.6806,Acidobacteriaceae_sp_KBS_89.fna,Acidobacteriales_BinDmb87.fna,0
0.05,0.6807,Acidobacteriales_BinDmb87.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.14,0.6888,Acidobacteriaceae_sp_KBS_96.fna,Acidobacteriales_BinDmb87.fna,0
0.14,0.6889,Acidobacteriales_BinDmb87.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.17,0.6948000000000001,Acidobacteria_CoA2_BinC42.fna,Acidobacteriales_BinDmb87.fna,0
0.17,0.6947,Acidobacteriales_BinDmb87.fna,Acidobacteria_CoA2_BinC42.fna,0
0.15,0.6866,Acidobacteria_CoA8_BinC33.fna,Acidobacteriales_BinDmb87.fna,0
0.15,0.6866,Acidobacteriales_BinDmb87.fna,Acidobacteria_CoA8_BinC33.fna,0
0.07,0.6892,Acidipila_rosea_DSM_103428.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.07,0.6893,Acidobacteria_sp_Bin1_Ga0077522.fna,Acidipila_rosea_DSM_103428.fna,0
0.07,0.6977,Acidipila_sp_4G-K13.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.07,0.6970000000000001,Acidobacteria_sp_Bin1_Ga0077522.fna,Acidipila_sp_4G-K13.fna,0
0.15,0.6931,Acidobacteria_bacterium_EAC88.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.15,0.6927,Acidobacteria_sp_Bin1_Ga0077522.fna,Acidobacteria_bacterium_EAC88.fna,0
0.05,0.6890999999999999,Acidobacteria_bacterium_KBS_146.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.05,0.6887000000000001,Acidobacteria_sp_Bin1_Ga0077522.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.22,0.7171,Acidobacteria_bacterium_NP133.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.22,0.7171,Acidobacteria_sp_Bin1_Ga0077522.fna,Acidobacteria_bacterium_NP133.fna,0
0.07,0.6953,Acidobacteria_bacterium_RBG_13_68_16.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.07,0.6948000000000001,Acidobacteria_sp_Bin1_Ga0077522.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.07,0.6889,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.07,0.6893,Acidobacteria_sp_Bin1_Ga0077522.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.19,0.722,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.19,0.7225,Acidobacteria_sp_Bin1_Ga0077522.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.22,0.7265,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.22,0.726,Acidobacteria_sp_Bin1_Ga0077522.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
